Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
pastillas-de-freno-19.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas metálicas con material de fricción adherido, orificio para fijación, superficie rugosa de fricción, color gris metálico y negro;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;Se observa texto 'XTT' grabado en una de las piezas, posiblemente código interno o modelo de pastilla.;False
pastillas-de-freno-2-1.jpg;True;repuesto_moto;0.95;Pastillas de freno para motocicleta;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas con base metálica azul, superficie de fricción gris con textura rugosa, forma curva para encajar en disco de freno, sin resortes ni conectores visibles;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para detener o reducir la velocidad de la motocicleta mediante fricción.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Disco de freno, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-2.jpg;True;repuesto_moto;0.9;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Tres piezas de pastillas de freno con material de fricción negro, forma trapezoidal con ranura central, sin resortes ni conectores visibles;Motos con freno de disco, probablemente utilitarias o deportivas de cilindrada media o baja;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias o deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Juego pastillas freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 250cc;No se observan textos grabados visibles en las piezas.;False
pastillas-de-freno-20.jpg;True;repuesto_moto;0.9;Pastillas de freno;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas de freno, material de fricción oscuro, soporte metálico, tamaño compacto, empaquetadas en bolsa plástica;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para detener o reducir la velocidad de la moto mediante fricción.;Juego pastillas freno disco moto 100-250cc;Frenos, Pastillas de freno, Disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;Se observan códigos numéricos y texto en etiquetas de empaque, posiblemente números de parte y códigos de fabricante, no usados en nombre comercial.;False
pastillas-de-freno-21.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos pastillas con base metálica azul, material de fricción gris oscuro, ranuras para disipar calor, forma asimétrica para montaje específico;Motos con freno de disco, probablemente utilitarias o deportivas pequeñas y medianas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias o deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno de disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-22.jpg;True;repuesto_moto;0.95;Pastillas de freno para motocicleta;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica y superficie de fricción gris, forma rectangular con muescas para ajuste, color azul en base metálica;Motos con freno de disco, probablemente utilitarias o deportivas de cilindrada media;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '125-250', 'posicion': 'Delantero o trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la motocicleta.;Pastillas de freno disco moto 125-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 125cc, 250cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
pastillas-de-freno-3-1.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y superficie de fricción gris, forma asimétrica con orificios para fijación, diseño estándar para freno de disco;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindradas comunes entre 100 y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y reducir la velocidad o detener la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen que ayuden a identificar marca o código.;False
pastillas-de-freno-3.jpg;True;repuesto_moto;0.95;Pastillas de freno para motocicleta;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y superficie de fricción gris, forma curva para ajuste en disco, sin resortes visibles;Motos con freno de disco, generalmente utilitarias o deportivas de cilindrada media;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la motocicleta.;Pastillas de freno para moto 100-250cc;Frenos, Pastillas de freno, Disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
pastillas-de-freno-4.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y material de fricción gris, forma rectangular con borde curvo, orificio para pasador de montaje;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindradas entre 100 y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Juego pastillas freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
pastillas-de-freno-5-1.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos pastillas con base metálica azul y material de fricción gris segmentado en tres partes, diseño para montaje en pinza de freno de disco;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindraje 100-250cc aproximadamente;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la motocicleta.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 200cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-5.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con material de fricción oscuro, base metálica, forma curva para adaptarse al disco, tamaño compacto;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
pastillas-de-freno-6-1.jpg;True;repuesto_moto;0.95;Pastillas de freno delantero o trasero;Pastilla de freno;Frenos;Freno de disco;Dos piezas metálicas con superficie de fricción gris, base azul, forma rectangular con un orificio para montaje, acabado estándar para pastillas de freno;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindraje entre 100 y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-6-2.jpg;True;repuesto_moto;0.95;Pastillas de freno para disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y superficie de fricción gris, forma curva adaptada a disco, orificio para fijación visible, acabado estándar para fricción;Motos y motocargueros con freno de disco, generalmente utilitarias o deportivas de cilindrada pequeña a media;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto o motocarguero.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
pastillas-de-freno-6.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas metálicas con material de fricción adherido, forma rectangular con bordes redondeados, orificios para fijación, color negro;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener la rueda de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-7-1.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas con base metálica azul, superficie de fricción gris con ranura central, forma rectangular con bordes curvos;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-7.jpg;True;repuesto_moto;0.95;Pastillas de freno para disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas de freno con base metálica y material de fricción negro, forma rectangular con bordes irregulares, empaquetadas en blister plástico sobre cartón azul;Motos con freno de disco, probablemente utilitarias o deportivas de cilindrada media;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias o deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;Se observa texto en el empaque que dice 'PASTAS DE FRENO' y marca 'SAC' en la parte superior, no se usan para nombre comercial.;False
pastillas-de-freno-8.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas con superficie de fricción gris, base metálica azul, forma rectangular con muescas para ajuste, sin resortes visibles;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener la moto de forma segura.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
