Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
interruptor-de-encendido-apagado-para-manillar-1.jpg;True;repuesto_moto;0.95;Interruptor de encendido/apagado;Interruptor;Eléctrico;Control de encendido;Interruptor con carcasa de colores variados, con cableado incluido;Motos universales y scooters;[];Permite encender o apagar componentes eléctricos de la moto;Interruptor de encendido/apagado;interruptor, encendido, eléctrico;ON, OFF;False
interruptor-de-encendido-apagado-para-manillar-de-moto.jpg;True;repuesto_moto;0.95;Interruptor de encendido/apagado;Interruptor;Eléctrico;Control;Interruptor con cables, dos posiciones ON/OFF;Genérica para motos con sistema de encendido electrónico;[];Permite encender y apagar el sistema eléctrico de la moto;Interruptor de encendido/apagado;interruptor, encendido, eléctrico;OFF, ON;False
interruptor-de-encendido-apagado-para-manillar.jpg;True;repuesto_moto;0.95;Interruptor de encendido/apagado;Interruptor;Sistema eléctrico;Control de encendido;Interruptor rojo de encendido/apagado con cableado;General para varias motos;[];Permitir o interrumpir el flujo eléctrico;Interruptor de encendido/apagado;interruptor, encendido, eléctrico;Ningún código visible;False
interruptor-de-encendido-apagado.jpg;True;repuesto_moto;0.95;Interruptor de manillar;Interruptor;Sistema eléctrico;Control de luces/encendido;Interruptor de dos posiciones con etiquetas ON/OFF en color rojo y carcasa negra;Compatible con una variedad de modelos estándar de motocicletas;[];Permite encender y apagar luces o motor;Interruptor de manillar;interruptor, luces, manillar, eléctrico;ON, OFF;False
interruptor-de-encendido-universal.jpg;True;repuesto_moto;0.9;interruptor-de-encendido-universal;interruptor-de-encendido-universal;General;;;;[];;interruptor-de-encendido-universal;;;False
interruptor-de-encendido.jpg;True;repuesto_moto;0.9;interruptor-de-encendido;interruptor-de-encendido;General;;;;[];;interruptor-de-encendido;;;False
interruptor-de-freno-1.jpg;True;repuesto_moto;0.95;Interruptor de freno;Interruptor;Sistema Eléctrico;Iluminación;Componente pequeño con dos pines metálicos;Motos de varios modelos con sistema de freno estándar;[];Activa la luz de freno;Interruptor de freno;interruptor, freno, eléctrico;Sin códigos visibles;False
interruptor-de-freno.jpg;True;repuesto_moto;0.95;Interruptor de freno;Interruptor;Electrónico;Sistema de frenos;Interruptor pequeño con dos terminales metálicos y un orificio para montaje;Modelos de motocicletas comunes con frenos eléctricos;[];Activa la luz de freno al presionar el pedal o palanca;Interruptor de freno;interruptor de freno, repuesto eléctrico;No se observan códigos visibles;False
interruptor-de-luces-1.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Sistema eléctrico;Iluminación;Botón con iconos de luces altas y bajas;Motos comunes con sistema estándar de iluminación;[];Permite alternar entre luces altas y bajas;Interruptor de luces;interruptor, luces, eléctrico;No hay códigos visibles, solo iconos de luces;False
interruptor-de-luces-de-emergencia.jpg;True;repuesto_moto;0.95;Interruptor de luces de emergencia;Interruptor;Eléctrico;Iluminación;Interruptor rojo con símbolo de triángulo y cables de colores rojo, azul y blanco;Modelos universales de motocicletas;[];Activar luces de emergencia;Interruptor de luces de emergencia;interruptor, luces de emergencia, eléctrico;Ningún código visible;False
interruptor-de-luces-direccionales.jpg;True;repuesto_moto;0.95;Perilla selectora de aire acondicionado;Control de ventilación;Climatización;Controles interiores;Perilla con flechas direccionales en un fondo rectangular;Motos o motocarros con sistema de ventilación interno;[];Permite seleccionar la dirección del flujo de aire;Perilla selectora de aire acondicionado;perilla, control, ventilación;Flechas hacia ambos lados;False
interruptor-de-luces-para-moto-1.jpg;True;repuesto_moto;0.9;interruptor-de-luces-para-moto-1;interruptor-de-luces-para-moto-1;General;;;;[];;interruptor-de-luces-para-moto-1;;;False
interruptor-de-luces-para-moto.jpg;True;repuesto_moto;0.95;Interruptor de encendido/apagado;Interruptor;Eléctrico;Sistema de encendido;Interruptor con conector eléctrico y símbolos grabados;Motos genéricas con sistema de encendido eléctrico;[];Permite encender o apagar la motocicleta;Interruptor de encendido/apagado;interruptor, encendido, eléctrico;Símbolo de encendido visible;False
interruptor-de-luces.jpg;True;repuesto_moto;0.9;interruptor-de-luces;interruptor-de-luces;General;;;;[];;interruptor-de-luces;;;False
interruptor-de-luz-de-faro.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Sistema eléctrico;Iluminación;Interruptor doble con iconos de luz.;Universal para varios modelos de moto;[];Permite encender o cambiar luces de la motocicleta;Interruptor de luces;interruptor, luces, eléctrico;Ningún código visible;False
interruptor-de-luz-de-freno-con-resorte.jpg;True;repuesto_moto;0.9;interruptor-de-luz-de-freno-con-resorte;interruptor-de-luz-de-freno-con-resorte;General;;;;[];;interruptor-de-luz-de-freno-con-resorte;;;False
interruptor-de-luz-de-freno-trasero-con-resorte.jpg;True;repuesto_moto;0.95;Interruptor de luz de freno;Interruptor;Sistema eléctrico;Iluminación;Incluye un cable con conector y resorte de activación;Modelos de motocicletas comunes con frenos de tambor;[];Activar la luz de freno al accionar el freno;Interruptor de luz de freno;interruptor, luz de freno, eléctrico;No hay códigos visibles;False
interruptor-de-luz-de-freno-trasero.jpg;True;repuesto_moto;0.95;Cabo de embrague;Cable de embrague;Transmisión;Embrague;Cable largo con conexiones en ambos extremos y resorte;Motos estándar con control de embrague manual;[];Transmite la fuerza del embrague desde la maneta hasta el mecanismo;Cabo de embrague;cable, embrague, transmisión;Ninguno visible;False
interruptor-de-luz-de-freno.jpg;False;repuesto_moto;0.9;Sensor de velocidad o posición;Sensor;Electrónico;Instrumentación;Dos componentes cilíndricos negros con terminales metálicos;Modelos de motos con sistemas de sensor similares;[];Detectar velocidad o posición para sistemas electrónicos;Sensor de velocidad o posición;sensor, velocidad, posición;No se observan códigos visibles;False
interruptor-de-luz-direccional.jpg;True;repuesto_moto;0.95;Interruptor de intermitentes;Interruptor;Eléctrico;Control de Luces;Interruptor rectangular con flechas impresas indicando direcciones izquierda y derecha.;Motos universales con sistema de intermitentes;[];Permite el control manual de las luces direccionales o intermitentes.;Interruptor de intermitentes;interruptor, intermitente, luces, motocicleta;Flechas de dirección visibles;False
interruptor-de-luz.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Eléctrico;Iluminación;Interruptor rectangular con iconos de luz;Motos estándar con sistema eléctrico básico;[];Controlar las luces del vehículo;Interruptor de luces;eléctrico, iluminación, interruptor;Codigos visibles;False
interruptor-de-seguridad-con-cordon.jpg;True;repuesto_moto;0.95;Interruptor con cable de seguridad;Interruptor de seguridad;Sistema eléctrico;Encendido;Interruptor negro con botón rojo y correa de seguridad en espiral;Motos acuáticas, motos tipo ATV;[];Sirve para apagar el motor de forma inmediata en caso de emergencia;Interruptor con cable de seguridad;interruptor, seguridad, encendido;No visible;False
interruptor-multifuncion-para-manillar-de-moto.jpg;True;repuesto_moto;0.95;Interruptor de luces de manillar;Interruptor;Sistema eléctrico;Controles de manillar;Interruptor negro con botones rojo y verde, cables de conexión;Motos estándar con manillar compatible;[];Permite controlar las luces de la moto desde el manillar;Interruptor de luces de manillar;interruptor, luces, manillar;L, R, Power;False
interruptor-on-off-de-manillar.jpg;True;repuesto_moto;0.95;Interruptor de encendido/apagado;Interruptor;Eléctrico;Control de encendido;Interruptor de botón con etiquetas ON/OFF, conector cilíndrico para manillar;Compatible con varios modelos de motocicletas;[];Permite encender y apagar el sistema eléctrico de la moto;Interruptor de encendido/apagado;interruptor, encendido, eléctrico;ON, OFF;False
interruptor-universal-con-cable.jpg;True;repuesto_moto;0.95;Interruptor de corriente;Interruptor;Sistema Eléctrico;Conmutación;Interruptor con cables rojos y conectores dorados;Motos de baja cilindrada o scooters;[];Interrumpe o permite el paso de corriente eléctrica;Interruptor de corriente;interruptor, eléctrico, conmutador;Sin códigos visibles;False
juego-de-barras-de-extension-y-barra-deslizante-1-2.jpg;True;repuesto_moto;0.9;juego-de-barras-de-extension-y-barra-deslizante-1-2;juego-de-barras-de-extension-y-barra-deslizante-1-2;General;;;;[];;juego-de-barras-de-extension-y-barra-deslizante-1-2;;;False
juego-de-destornilladores-de-precision.jpg;False;herramienta;0.95;Conjunto de destornilladores de precisión;Herramientas de mano;Herramientas;Manuales;Juego de destornilladores de precisión con diferentes tamaños;Universal para trabajos de precisión;[];Sirve para ajustes y reparaciones precisas;Conjunto de destornilladores de precisión;herramienta, destornillador, precisión;6PC. PRECISION SCREWDRIVER SET;False
juego-de-discos-de-embrague.jpg;True;repuesto_moto;0.9;juego-de-discos-de-embrague;juego-de-discos-de-embrague;General;;;;[];;juego-de-discos-de-embrague;;;False
juego-de-galgas-de-precision (2).jpg;False;repuesto_moto;0.95;Calibrador de Galgas;Herramienta de Medición;Herramienta;Medición;Juego de láminas metálicas de diferentes grosores;No aplica, herramienta universal;[];Se utiliza para medir el espacio o el grosor de separación entre piezas;Calibrador de Galgas;calibrador, galgas, medición;Codigos visibles;False
juego-de-galgas-de-precision.jpg;True;repuesto_moto;0.95;Galga de espesor;Herramienta;Motor;Regulación de válvulas;Herramienta de medición delgada de metal;General para motos;[];Mide espacios pequeños como el ajuste de válvulas;Galga de espesor;galga, herramienta, ajuste válvulas;1068 17;False
juego-de-ganchos-y-punzones.jpg;True;repuesto_moto;0.9;juego-de-ganchos-y-punzones;juego-de-ganchos-y-punzones;General;;;;[];;juego-de-ganchos-y-punzones;;;False
juego-de-juntas-toricas (2).jpg;True;repuesto_moto;0.95;Juego de juntas tóricas;Junta Tórica;Sellado;General;Varias juntas tóricas en múltiples tamaños en un estuche azul;Universal para múltiples modelos de moto;[];Sellar conexiones para evitar fugas de fluidos;Juego de juntas tóricas;juntas, sellado;Dimensiones detalladas de cada junta;False
juego-de-juntas-toricas.jpg;True;repuesto_moto;0.95;Kit de juntas tóricas;Juntas;Estanqueidad;Sellado de fluidos;Conjunto de anillos de goma de diferentes tamaños;Motos universales;[];Sellado de uniones para evitar fugas;Kit de juntas tóricas;junta tóricas, sellado, repuestos;Texto 'sun' visible en el embalaje;False
juego-de-llaves-de-vaso-con-carraca.jpg;False;herramientas;0.95;Set de llaves de vaso;Herramientas;General;Mantenimiento;Juego de llaves de vaso y trinquete en un estuche;Utilizadas para mantenimiento de motocicletas;[];Permite apretar o aflojar tuercas y tornillos;Set de llaves de vaso;herramientas, llaves, trinquete;Ninguno;False
juego-de-machuelos.jpg;False;repuesto_moto;0.95;Machuelos;Herramienta de roscado;Herramientas;Roscado;Juego de tres machuelos con roscas en espiral, rectos;Herramienta general, no específica para motos;[];Crear o reparar roscas internas;Machuelos;machuelos, herramientas, roscado;DOGO LS;False
juego-de-racher-con-copas-y-llaves-x37-pcs.jpg;True;repuesto_moto;0.9;juego-de-racher-con-copas-y-llaves-x37-pcs;juego-de-racher-con-copas-y-llaves-x37-pcs;General;;;;[];;juego-de-racher-con-copas-y-llaves-x37-pcs;;;False
juego-ratchet-x12-pc-caja-metalica-roja-chrome-vanadium-12.jpg;True;repuesto_moto;0.9;juego-ratchet-x12-pc-caja-metalica-roja-chrome-vanadium-12;juego-ratchet-x12-pc-caja-metalica-roja-chrome-vanadium-12;General;;;;[];;juego-ratchet-x12-pc-caja-metalica-roja-chrome-vanadium-12;;;False
junta-carburador.jpg;True;repuesto_moto;0.95;Junta de tapa de válvulas;Junta;Motor;Culata;Junta de goma con forma irregular;Modelos de motos con motor compatible;[];Sella la tapa de válvulas para evitar fugas de aceite;Junta de tapa de válvulas;junta, tapa de válvulas, motor;No se observan códigos visibles;False
junta-de-carburador-1.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Culata;Junta de goma con forma irregular;Motos con motor similar;[];Sirve para sellar la tapa de válvulas y evitar fugas de aceite;Empaque de tapa de válvulas;empaque, motor, válvula;No hay códigos visibles;False
junta-de-carburador.jpg;True;repuesto_moto;0.9;junta-de-carburador;junta-de-carburador;General;;;;[];;junta-de-carburador;;;False
junta-de-escape.jpg;True;repuesto_moto;0.9;junta-de-escape;junta-de-escape;General;;;;[];;junta-de-escape;;;False
junta-de-tapa-de-cilindro.jpg;True;repuesto_moto;0.95;Junta de tapa de filtro de aire;Junta;Admisión;Sistema de aire;Forma rectangular con una esquina curva;Modelos estándar de motocicletas;[];Sella la tapa del filtro de aire;Junta de tapa de filtro de aire;junta, filtro de aire;Ninguno;False
junta-de-tapa-de-motor.jpg;True;repuesto_moto;0.95;Empaque de carburador;Empaque;Motor;Admisión;Goma de forma rectangular con bordes curvados y pequeñas extensiones circulares;Modelos de motos con carburadores similares;[];Sella para evitar fugas de aire o combustible;Empaque de carburador;carburador, empaque, sellado;Ninguno visible;False
junta-de-tapa-de-valvulas-1.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvula;Junta de tapa de válvula;Motor;Culata;Goma moldeada con forma específica para encajar en tapa de válvula;Modelos de moto comunes con motores de cilindrada similar;[];Sellar la tapa de válvulas para prevenir fugas de aceite;Empaque de tapa de válvula;junta, motor, sellado;Ninguno visible;False
junta-de-tapa-de-valvulas.jpg;True;repuesto_moto;0.95;Empaquetadura de tapa de balancines;Empaquetadura;Motor;Culata;Empaque de goma o caucho con forma irregular;Motos con motor similar que usen esta tapa;[];Sellado de la tapa de balancines para evitar fugas de aceite;Empaquetadura de tapa de balancines;empaque, motor, sellado;No aplicable;False
junta-torica-1.jpg;True;repuesto_moto;0.95;Junta Tórica;Junta;Varios;Sellado;Junta circular de goma, apariencia lisa y uniforme;Motos con sistemas que requieren sellado;[];Proveer un sello hermético a las conexiones de fluidos;Junta Tórica;junta tórica, sellado, goma;Ninguno;False
junta-torica-2.jpg;True;repuesto_moto;0.95;Junta tórica;Sello;Motor;Sellado;Anillo de goma circular;Generalmente compatible con diferentes marcas de moto;[];Sirve para evitar fugas de fluidos;Junta tórica;junta, o-ring, sello, goma;No aplica;False
junta-torica-3.jpg;True;repuesto_moto;0.9;junta-torica-3;junta-torica-3;General;;;;[];;junta-torica-3;;;False
junta-torica-y-cristal-protector-para-luz-de-moto.jpg;True;repuesto_moto;0.95;Visor de aceite;Visor de aceite;Motor;Lubricación;Visor circular con junta;Modelos universales compatibles con visor de aceite;[];Permite visualizar el nivel de aceite;Visor de aceite;visor, aceite, motor;Ninguna visible;False
junta-torica.jpg;True;repuesto_moto;0.95;Junta tórica;Junta;Motor;Sellado;Aro de goma de sección circular;Generalmente compatible con motores de motocicletas;[];Sella componentes para evitar fugas de líquido o gas;Junta tórica;junta, sellado, motor;Ninguno;False
juntas-toricas.jpg;True;repuesto_moto;0.95;Juntas tóricas;Juntas;Motor;Sellado;Juntas circulares de diferentes tamaños, color negro;Aplicable a múltiples modelos de motos;[];Sellar conexiones para evitar fugas de fluidos;Juntas tóricas;sellado, juntas, o-rings;No aplicable;False
