codigo;descripcion;color;empaque;imagen;linea
PARA;"\""03920\"",\n \""descripcion\"": \""PUNTA DE REPUETO";;;;6647
CORTA;"\""descripcion\"": \""PUNTA DE REPUETO PARA";;;;6647
CHIPOTE;"{\n \""codigo\"": \""03431\"",\n \""descripcion\"": \""MARTILLO";;;;6711
AGARRE;"\""MARTILLO CHIPOTE CAUCHO(16 OZ) 500gr.";;;;6711
CABO;CAUCHO(16 OZ) 500gr. AGARRE ANTIDESLIZANTE;;;;6711
PASTA;"\""descripcion\"": \""PROBADOR DE CORRIENTE EN";;;;6711
MIXTA;"{\n \""codigo\"": \""03276\"",\n \""descripcion\"": \""LLAVE";;;;6711
TRABAJO;"\""codigo\"": \""03276\"",\n \""descripcion\"": \""LLAVE MIXTA";;;;6711
PESADO;"\""03276\"",\n \""descripcion\"": \""LLAVE MIXTA TRABAJO";;;;6655
8MM;"\""descripcion\"": \""LLAVE MIXTA TRABAJO PESADO";;;;6655
3276;"\""LLAVE MIXTA TRABAJO PESADO 8MM";;;;6655
10MM;MIXTA TRABAJO PESADO 8MM 03276;;;;6655
3277;TRABAJO PESADO 8MM 03276 10MM;;;;6655
12MM;PESADO 8MM 03276 10MM 03277;;;;6655
3278;8MM 03276 10MM 03277 12MM;;;;6655
3279;03277 12MM 03278 14 MM;;;;6655
17MM;12MM 03278 14 MM 03279;;;;6655
MIXTA;"""```json\n{\n \""codigo\"": \""03276\"",\n \""descripcion\"": \""LLAVE";;;;6667
PASTA;"\""codigo\"": \""PROBADOR DE CORRIENTE EN";;;;6687
CHIPOTE;"""```json\n{\n \""codigo\"": \""\"",\n \""descripcion\"": \""MARTILLO";;;;6703
BOCA;"{\n \""codigo\"": \""04535\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04535\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04536\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04536\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04537\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04537\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04539\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04539\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04540\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04540\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04542\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04542\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04722\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04722\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04723\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04723\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04724\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04724\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04725\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04725\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04726\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04726\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04727\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04727\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04728\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04728\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
BOCA;"{\n \""codigo\"": \""04729\"",\n \""descripcion\"": \""LLAVE";;;;6771
FIJA;"\""codigo\"": \""04729\"",\n \""descripcion\"": \""LLAVE BOCA";;;;6771
ESTRELLA;"{\n \""codigo\"": \""04530\"",\n \""descripcion\"": \""LLAVE";;;;6831
MIXTA;"\""codigo\"": \""04530\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6831
ESTRELLA;"{\n \""codigo\"": \""04532\"",\n \""descripcion\"": \""LLAVE";;;;6831
MIXTA;"\""codigo\"": \""04532\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6831
PALANCA;"\""codigo\"": \""03783\"",\n \""descripcion\"": \""CAUCHO PROTECTOR";;;;6871
CAMBIO;"\""03783\"",\n \""descripcion\"": \""CAUCHO PROTECTOR PALANCA";;;;6871
RUBBER;"\""descripcion\"": \""CAUCHO PROTECTOR PALANCA CAMBIO";;;;6871
AZUL;"\""CAUCHO PROTECTOR PALANCA CAMBIO RUBBER";;;;6871
3782;PROTECTOR PALANCA CAMBIO RUBBER AZUL;azul;;;6871
AMARILLO;PALANCA CAMBIO RUBBER AZUL 03782;azul;;;6871
3783;CAMBIO RUBBER AZUL 03782 AMARILLO;azul;;;6871
ZAPOTE;RUBBER AZUL 03782 AMARILLO 03783;azul;;;6871
AZUL;"\""codigo\"": \""04164\"",\n \""descripcion\"": \""CAUCHO PROTECTOR";;;;6871
4163;"\""04164\"",\n \""descripcion\"": \""CAUCHO PROTECTOR AZUL";azul;;;6871
NEGRO;"\""descripcion\"": \""CAUCHO PROTECTOR AZUL 04163";azul;;;6871
4164;"\""CAUCHO PROTECTOR AZUL 04163 NEGRO";azul;;;6871
MORADO;PROTECTOR AZUL 04163 NEGRO 04164;azul;;;6871
4165;AZUL 04163 NEGRO 04164 MORADO;azul;;;6871
ROJO;04163 NEGRO 04164 MORADO 04165;negro;;;6871
4167;NEGRO 04164 MORADO 04165 ROJO;negro;;;6871
VERDE;04164 MORADO 04165 ROJO 04167;rojo;;;6871
4166;MORADO 04165 ROJO 04167 VERDE;rojo;;;6871
GRIS;04165 ROJO 04167 VERDE 04166;rojo;;;6871
4436;ROJO 04167 VERDE 04166 GRIS;rojo;;;6843
AMARILLO;04167 VERDE 04166 GRIS 04436;verde;;;6843
CALZADO;"{\n \""codigo\"": \""04327\"",\n \""descripcion\"": \""PROTECTOR";;;;6871
KING;"\""codigo\"": \""04327\"",\n \""descripcion\"": \""PROTECTOR CALZADO";;;;6871
COLORES;"\""04327\"",\n \""descripcion\"": \""PROTECTOR CALZADO KING";;;;6871
CALZADO;"{\n \""codigo\"": \""04856\"",\n \""descripcion\"": \""PROTECTOR";;;;6871
RACING;"\""codigo\"": \""04856\"",\n \""descripcion\"": \""PROTECTOR CALZADO";;;;6871
NEGRO;"\""descripcion\"": \""PROTECTOR CALZADO RACING SUPERMOTORES";;;;6871
4856;"\""PROTECTOR CALZADO RACING SUPERMOTORES NEGRO";negro;;;6871
ROJO;CALZADO RACING SUPERMOTORES NEGRO 04856;negro;;;6871
1639;RACING SUPERMOTORES NEGRO 04856 ROJO;negro;;;6871
AZUL;SUPERMOTORES NEGRO 04856 ROJO 01639;negro;;;6871
1640;NEGRO 04856 ROJO 01639 AZUL;negro;;;6871
VERDE;04856 ROJO 01639 AZUL 01640;rojo;;;6871
5280;ROJO 01639 AZUL 01640 VERDE;rojo;;;6871
GRIS;01639 AZUL 01640 VERDE 05280;azul;;;6871
CALZADO;"{\n \""codigo\"": \""04937\"",\n \""descripcion\"": \""PROTECTOR";;;;6871
NITRO;"\""codigo\"": \""04937\"",\n \""descripcion\"": \""PROTECTOR CALZADO";;;;6871
NARANJA;"\""04937\"",\n \""descripcion\"": \""PROTECTOR CALZADO NITRO";;;;6871
4937;"\""descripcion\"": \""PROTECTOR CALZADO NITRO NARANJA";naranja;;;6871
VERDE;"\""PROTECTOR CALZADO NITRO NARANJA 04937";naranja;;;6871
4938;CALZADO NITRO NARANJA 04937 VERDE;naranja;;;6871
VERDE;NITRO NARANJA 04937 VERDE 04938;naranja;;;6871
NEON;NARANJA 04937 VERDE 04938 VERDE;naranja;;;6871
4962;04937 VERDE 04938 VERDE NEON;verde;;;6871
NEGRO;VERDE 04938 VERDE NEON 04962;verde;;;6871
4939;04938 VERDE NEON 04962 NEGRO;verde;;;6871
ROJO;VERDE NEON 04962 NEGRO 04939;verde;;;6871
4940;NEON 04962 NEGRO 04939 ROJO;negro;;;6871
AZUL;04962 NEGRO 04939 ROJO 04940;negro;;;6871
4941;NEGRO 04939 ROJO 04940 AZUL;negro;;;6871
GRIS;04939 ROJO 04940 AZUL 04941;rojo;;;6871
METAL;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;6855
AMARILLO;"\"",\n  \""descripcion\"": \""\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1.png\""],\n  \""variantes\"": []\n}\n```""";;;;6855
4336;ROJO 04167 VERDE 04166 GRIS;rojo;;;6871
AMARILLO;04167 VERDE 04166 GRIS 04336;verde;;;6871
ESTRELLA;"{\n \""codigo\"": \""04533\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04533\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04534\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04534\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04541\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04541\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04543\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04543\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04544\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04544\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04545\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04545\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04546\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04546\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04547\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04547\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
ESTRELLA;"{\n \""codigo\"": \""04548\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04548\"",\n \""descripcion\"": \""LLAVE ESTRELLA";;;;6939
LLAVES;"{\n \""codigo\"": \""04589\"",\n \""descripcion\"": \""JUEGO";;;;6939
MIXTAS;"\""codigo\"": \""04589\"",\n \""descripcion\"": \""JUEGO LLAVES";;;;6939
MARCA;"\""descripcion\"": \""JUEGO LLAVES MIXTAS 17/14/13/12/11/10/9/8";;;;6939
RACHE;"{\n \""codigo\"": \""04641\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04641\"",\n \""descripcion\"": \""LLAVE RACHE";;;;6939
RACHE;"{\n \""codigo\"": \""04642\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04642\"",\n \""descripcion\"": \""LLAVE RACHE";;;;6939
RACHE;"{\n \""codigo\"": \""04643\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04643\"",\n \""descripcion\"": \""LLAVE RACHE";;;;6939
RACHE;"{\n \""codigo\"": \""04644\"",\n \""descripcion\"": \""LLAVE";;;;6939
MIXTA;"\""codigo\"": \""04644\"",\n \""descripcion\"": \""LLAVE RACHE";;;;6939
EXTREME;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;6919
VANADIUM;"\"",\n  \""descripcion\"": \""\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;6927
FERRUM;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;6927
PESTON;"{\n \""codigo\"": \""03436\"",\n \""descripcion\"": \""LLAVE";;;;7015
3436;"\""03436\"",\n \""descripcion\"": \""LLAVE PESTON UNIVERSAL";;;;7015
TIPO;"\""LLAVE PESTON UNIVERSAL 03436 8”";;;;7015
3437;UNIVERSAL 03436 8” TIPO A;;;;7015
TIPO;8” TIPO A 03437 10”;;;;7015
3438;A 03437 10” TIPO A;;;;7015
TIPO;10” TIPO A 03438 12”;;;;7015
PESTON;"{\n \""codigo\"": \""04514\"",\n \""descripcion\"": \""LLAVE";;;;7015
4514;"\""04514\"",\n \""descripcion\"": \""LLAVE PESTON UNIVERSAL";;;;7015
TIPO;"\""LLAVE PESTON UNIVERSAL 04514 6”";;;;7015
AAA;PESTON UNIVERSAL 04514 6” TIPO;;;;7015
4515;UNIVERSAL 04514 6” TIPO AAA;;;;7015
TIPO;6” TIPO AAA 04515 8”;;;;7015
AAA;TIPO AAA 04515 8” TIPO;;;;7015
4516;AAA 04515 8” TIPO AAA;;;;7015
TIPO;8” TIPO AAA 04516 10”;;;;7015
AAA;TIPO AAA 04516 10” TIPO;;;;7015
4517;AAA 04516 10” TIPO AAA;;;;7015
TIPO;10” TIPO AAA 04517 12”;;;;7015
COPA;"{\n \""codigo\"": \""02957\"",\n \""descripcion\"": \""LLAVE";;;;7015
BUJIA;"\""codigo\"": \""02957\"",\n \""descripcion\"": \""LLAVE COPA";;;;7015
TIPO;"\""descripcion\"": \""LLAVE PESTON UNIVERSAL 8”";;;;7011
PESTON;"{\n \""codigo\"": \""03437\"",\n \""descripcion\"": \""LLAVE";;;;7011
TIPO;"\""descripcion\"": \""LLAVE PESTON UNIVERSAL 10”";;;;7011
PESTON;"{\n \""codigo\"": \""03438\"",\n \""descripcion\"": \""LLAVE";;;;7011
TIPO;"\""descripcion\"": \""LLAVE PESTON UNIVERSAL 12”";;;;7011
TIPO;"\""descripcion\"": \""LLAVE PESTON UNIVERSAL 6”";;;;7011
PESTON;"{\n \""codigo\"": \""04515\"",\n \""descripcion\"": \""LLAVE";;;;7011
PESTON;"{\n \""codigo\"": \""04516\"",\n \""descripcion\"": \""LLAVE";;;;7011
PESTON;"{\n \""codigo\"": \""04517\"",\n \""descripcion\"": \""LLAVE";;;;7011
COPA;"{\n \""codigo\"": \""10MM/12MM\"",\n \""descripcion\"": \""LLAVE";;;;7011
CRUCETA;"{\n \""codigo\"": \""03441\"",\n \""descripcion\"": \""LLAVE";;;;7063
X12;"\""04601\"",\n \""descripcion\"": \""LLAVE Y 10";;;;7063
X14;"\""descripcion\"": \""LLAVE Y 10 X12";;;;7063
PABONADA;"\""codigo\"": \""04600\"",\n \""descripcion\"": \""LLAVE Y";;;;7063
X14;"\""LLAVE Y 10 X 12";;;;7063
CRUCETA;"{\n \""codigo\"": \""04222\"",\n \""descripcion\"": \""LLAVE";;;;7063
ESTRELLA;"\""codigo\"": \""04222\"",\n \""descripcion\"": \""LLAVE CRUCETA";;;;7063
CRUCETA;"{\n \""codigo\"": \""04223\"",\n \""descripcion\"": \""LLAVE";;;;7063
ESTRELLA;"\""codigo\"": \""04223\"",\n \""descripcion\"": \""LLAVE CRUCETA";;;;7063
SOLO;"{\n \""codigo\"": \""04571\"",\n \""descripcion\"": \""HOMBRE";;;;7063
XINYE;"\""codigo\"": \""04571\"",\n \""descripcion\"": \""HOMBRE SOLO";;;;7063
TOOLS;"\""04571\"",\n \""descripcion\"": \""HOMBRE SOLO XINYE";;;;7063
SOLO;"{\n \""codigo\"": \""04572\"",\n \""descripcion\"": \""HOMBRE";;;;7063
XINYE;"\""codigo\"": \""04572\"",\n \""descripcion\"": \""HOMBRE SOLO";;;;7063
TOOLS;"\""04572\"",\n \""descripcion\"": \""HOMBRE SOLO XINYE";;;;7063
SOLO;"{\n \""codigo\"": \""04573\"",\n \""descripcion\"": \""HOMBRE";;;;7063
XINYE;"\""codigo\"": \""04573\"",\n \""descripcion\"": \""HOMBRE SOLO";;;;7063
TOOLS;"\""04573\"",\n \""descripcion\"": \""HOMBRE SOLO XINYE";;;;7063
AGUJAS;"\""codigo\"": \""03442\"",\n \""descripcion\"": \""SET DE";;;;7059
PARA;"\""03442\"",\n \""descripcion\"": \""SET DE AGUJAS";;;;7059
SOLO;"{\n \""codigo\"": \""04574\"",\n \""descripcion\"": \""HOMBRE";;;;7111
ATLAS;"\""codigo\"": \""04574\"",\n \""descripcion\"": \""HOMBRE SOLO";;;;7111
GRIP;"\""04574\"",\n \""descripcion\"": \""HOMBRE SOLO ATLAS";;;;7111
LINEA;"\""descripcion\"": \""HOMBRE SOLO ATLAS GRIP";;;;7111
CAUCHO;GRIP LINEA PROFESIONAL PROTECCION EN;;;;7111
GANCHOS;"{\n \""codigo\"": \""03700\"",\n \""descripcion\"": \""PUNTAS";;;;7111
PICO;"{\n \""codigo\"": \""04227\"",\n \""descripcion\"": \""LLAVE";;;;7111
LORO;"\""04227\"",\n \""descripcion\"": \""LLAVE PICO DE";;;;7111
PARA;"\""descripcion\"": \""LLAVE PICO DE LORO";;;;7111
TUERCA;DE LORO PARA AMORTIGUADORES Y;;;;7111
ESPIGO;LORO PARA AMORTIGUADORES Y TUERCA;;;;7111
PARA;"{\n \""codigo\"": \""04257\"",\n \""descripcion\"": \""PASTA";;;;7111
ASENTAR;"\""codigo\"": \""04257\"",\n \""descripcion\"": \""PASTA PARA";;;;7111
ATLAS;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;7099
GRIP;"\"",\n  \""descripcion\"": \""10\\\"" Pliers\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;7099
GRIP;"{\n \""codigo\"": \""ATG-10\"",\n \""descripcion\"": \""ATLAS";;;;7103
HOOK;"{\n \""codigo\"": \""E-4PC-HOOK\"",\n \""descripcion\"": \""4PC";;;;7103
AND;"\""codigo\"": \""E-4PC-HOOK\"",\n \""descripcion\"": \""4PC HOOK";;;;7103
PICK;"\""E-4PC-HOOK\"",\n \""descripcion\"": \""4PC HOOK AND";;;;7103
SOLO;"""```json\n{\n \""codigo\"": \""\"",\n \""descripcion\"": \""HOMBRE";;;;7107
ATLAS;"\""codigo\"": \""\"",\n \""descripcion\"": \""HOMBRE SOLO";;;;7107
GRIP;"\""\"",\n \""descripcion\"": \""HOMBRE SOLO ATLAS";;;;7107
PUNTAS;PROFESIONAL PROTECCION EN CAUCHO 10”;;;;7107
GANCHOS;PROTECCION EN CAUCHO 10” PUNTAS;;;;7107
PUNTAS;"\""codigo\"": \""03152\"",\n \""descripcion\"": \""JUEGO DE";;;;7203
X10;"IMPACTO\"",\n \""precio\"": \""19690\"",\n \""empaque\"": \""JUEGO";;;;7203
5MM;"UND\"",\n \""fotos\"": [\""image3.jpg\""],\n \""variantes\"": [\""PH2";;;;7123
6MM;"\""variantes\"": [\""PH2 5MM 03152\"", \""PH3";;;;7123
STRIPPER;"\""codigo\"": \""YANFENG TOOL\"",\n \""descripcion\"": \""WIRE";;;;7303
SPIDER;"""```json\n{\n \""codigo\"": \""No.:6092\"",\n \""descripcion\"": \""IRON";;;;7143
HARDWARE;"\""No.:6092\"",\n \""descripcion\"": \""IRON SPIDER PROFESSIONAL";;;;7143
SPIDER;"""```json\n{\n \""codigo\"": \""No:6092\"",\n \""descripcion\"": \""IRON";;;;7159
HARDWARE;"\""No:6092\"",\n \""descripcion\"": \""IRON SPIDER PROFESSIONAL";;;;7159
PUNTAS;"X10 UND\"",\n \""fotos\"": [\""JUEGO DE";;;;7203
5MM;"""raw"": ""```json\n{\n \""codigo\"": \""PH2";;;;7231
PUNTAS;"5MM 03152\"",\n \""descripcion\"": \""JUEGO DE";;;;7231
6MM;"\""fotos\"": [\""imagen_recortada\""],\n \""variantes\"": [\n \""PH3";;;;7231
TERMINAL;"\""codigo\"": \""04625\"",\n \""descripcion\"": \""PELACABLE INST/";;;;7267
MEDIANO;"\""04625\"",\n \""descripcion\"": \""PELACABLE INST/ TERMINAL";;;;7267
NARANJA;"\""descripcion\"": \""PELACABLE INST/ TERMINAL MEDIANO";;;;7267
PARA;"{\n \""codigo\"": \""03933\"",\n \""descripcion\"": \""PONCHADORA";;;;7267
TERMINAL;"\""codigo\"": \""03933\"",\n \""descripcion\"": \""PONCHADORA PARA";;;;7267
COBRE;"\""descripcion\"": \""PONCHADORA PARA TERMINAL DE";;;;7287
TERMINAL;"{\n \""codigo\"": \""03172\"",\n \""descripcion\"": \""PONCHADORA";;;;7267
PELA;"\""03172\"",\n \""descripcion\"": \""PONCHADORA TERMINAL Y";;;;7267
CABLE;"\""descripcion\"": \""PONCHADORA TERMINAL Y PELA";;;;7267
ATLAS;"{\n \""codigo\"": \""03451\"",\n \""descripcion\"": \""TENAZAS";;;;7267
TERMINAL;"\""codigo\"": \""\"",\n \""descripcion\"": \""PELACABLE INST/";;;;7263
MEDIANO;"\""\"",\n \""descripcion\"": \""PELACABLE INST/ TERMINAL";;;;7263
202B;"""raw"": ""```json\n{\n  \""codigo\"": \""TU";;;;7283
CRIMPING;"+\"",\n  \""descripcion\"": \""";;;;7283
TOOLS;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""image1\""],\n  \""variantes\"": []\n}\n```""";;;;7283
PARA;"{\n \""codigo\"": \""TU-190-09A\"",\n \""descripcion\"": \""PONCHADORA";;;;7287
TERMINAL;"\""codigo\"": \""TU-190-09A\"",\n \""descripcion\"": \""PONCHADORA PARA";;;;7287
TERMINAL;"{\n \""codigo\"": \""TU-202B+\"",\n \""descripcion\"": \""PONCHADORA";;;;7287
PELA;"\""TU-202B+\"",\n \""descripcion\"": \""PONCHADORA TERMINAL Y";;;;7287
STRIPPER;"""```json\n{\n \""codigo\"": \""YF-01\"",\n \""descripcion\"": \""WIRE";;;;7307
SACA;"{\n \""codigo\"": \""03444\"",\n \""descripcion\"": \""PINZA";;;;7355
PINES;"\""codigo\"": \""03444\"",\n \""descripcion\"": \""PINZA SACA";;;;7355
CABEZA;"\""codigo\"": \""04628\"",\n \""descripcion\"": \""PINZA SACAPINES";;;;7355
LARGA;"{\n \""codigo\"": \""03445\"",\n \""descripcion\"": \""PINZA";;;;7355
PLIERS;"\""codigo\"": \""03445\"",\n \""descripcion\"": \""PINZA LARGA";;;;7355
PLIERS;"{\n \""codigo\"": \""03447\"",\n \""descripcion\"": \""PINZA";;;;7355
PLIERS;"{\n \""codigo\"": \""03448\"",\n \""descripcion\"": \""ALICATE";;;;7355
PLIERS;"{\n \""codigo\"": \""03449\"",\n \""descripcion\"": \""ALICATE";;;;7355
BEST;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;7323
EXPERT;"\"",\n  \""descripcion\"": \""";;;;7327
QUALITY;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1.jpg\""],\n  \""variantes\"": []\n}\n```""";;;;7323
DCST;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;7327
R06568;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;7331
PINZA;"\"",\n  \""descripcion\"": \""";;;;7331
CABEZA;SACAPINES;;;;7331
RECTA;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1.png\""],\n  \""variantes\"": []\n}\n```""";;;;7331
SACA;"""```json\n{\n \""codigo\"": \""X4PCS\"",\n \""descripcion\"": \""PINZA";;;;7347
EXPERT;"""raw"": ""```json\n{\n  \""codigo\"": \""\"",\n  \""descripcion\"": \""";;;;7367
QUALITY;"Innovator in technology Complex & easy\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;7367
LARGA;"""raw"": ""```json\n{\n \""codigo\"": \""PINZA";;;;7379
PLERS;"""raw"": ""```json\n{\n \""codigo\"": \""PINZA LARGA";;;;7379
LARGA;"LARGA PLERS 8”\"",\n \""descripcion\"": \""PINZA";;;;7379
PLERS;"PLERS 8”\"",\n \""descripcion\"": \""PINZA LARGA";;;;7379
SNAP;"""raw"": ""```json\n{\n \""codigo\"": \""M";;;;7383
RING;"""raw"": ""```json\n{\n \""codigo\"": \""M SNAP";;;;7383
SNAP;"""```json\n{\n \""codigo\"": \""R05668\"",\n \""descripcion\"": \""175MM";;;;7391
RING;"\""codigo\"": \""R05668\"",\n \""descripcion\"": \""175MM SNAP";;;;7391
FRIO;"{\n \""codigo\"": \""03450\"",\n \""descripcion\"": \""CORTA";;;;7455
PLIERS;"\""codigo\"": \""03450\"",\n \""descripcion\"": \""CORTA FRIO";;;;7455
MANGO;"{\n \""codigo\"": \""04513\"",\n \""descripcion\"": \""ALICATE";;;;7455
PLASTICO;"\""codigo\"": \""04513\"",\n \""descripcion\"": \""ALICATE MANGO";;;;7455
150MM;"\""descripcion\"": \""ALICATE MANGO PLASTICO 6”";;;;7455
MEDIANA;"{\n \""codigo\"": \""04575\"",\n \""descripcion\"": \""PINZA";;;;7455
RADAR;"\""codigo\"": \""04575\"",\n \""descripcion\"": \""PINZA MEDIANA";;;;7455
CRV;"\""04575\"",\n \""descripcion\"": \""PINZA MEDIANA RADAR";;;;7455
MEDIANA;"{\n \""codigo\"": \""04576\"",\n \""descripcion\"": \""PINZA";;;;7455
RADAR;"\""codigo\"": \""04576\"",\n \""descripcion\"": \""PINZA MEDIANA";;;;7455
CRV;"\""04576\"",\n \""descripcion\"": \""PINZA MEDIANA RADAR";;;;7455
FRIO;"{\n \""codigo\"": \""04538\"",\n \""descripcion\"": \""CORTA";;;;7455
RADAR;"\""codigo\"": \""04538\"",\n \""descripcion\"": \""CORTA FRIO";;;;7455
CUTTING;"""```json\n{\n \""codigo\"": \""K.L.\"",\n \""descripcion\"": \""SIDE";;;;7427
MANGO;"""```json\n{\n \""codigo\"": \""\"",\n \""descripcion\"": \""ALICATE";;;;7439
PLASTICO;"\""codigo\"": \""\"",\n \""descripcion\"": \""ALICATE MANGO";;;;7439
FRIO;"""raw"": ""```json\n{\n \""codigo\"": \""CORTA";;;;7447
PLIERS;"""raw"": ""```json\n{\n \""codigo\"": \""CORTA FRIO";;;;7447
FRIO;"FRIO PLIERS 6”\"",\n \""descripcion\"": \""CORTA";;;;7447
PLIERS;"PLIERS 6”\"",\n \""descripcion\"": \""CORTA FRIO";;;;7447
MEDIANA;"{\n \""codigo\"": \""04577\"",\n \""descripcion\"": \""PINZA";;;;7495
RADAR;"\""codigo\"": \""04577\"",\n \""descripcion\"": \""PINZA MEDIANA";;;;7495
CRV;"\""04577\"",\n \""descripcion\"": \""PINZA MEDIANA RADAR";;;;7495
MEDIANA;"{\n \""codigo\"": \""04578\"",\n \""descripcion\"": \""PINZA";;;;7495
RADAR;"\""codigo\"": \""04578\"",\n \""descripcion\"": \""PINZA MEDIANA";;;;7495
CRV;"\""04578\"",\n \""descripcion\"": \""PINZA MEDIANA RADAR";;;;7495
